id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,description
424,Ambipom,Normal,,75,100,66,60,66,115,12,203,"Technician, Pickup","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
425,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,12,"Aftermath, Unburden","A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
426,Drifblim,Ghost,Flying,150,80,44,90,54,80,12,150,"Aftermath, Unburden","At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish."
427,Buneary,Normal,,55,66,44,44,56,85,4,55,"Run Away, Klutz",It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.
428,Lopunny,Normal,,65,76,84,54,96,105,12,333,"Cute Charm, Klutz",An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.
429,Mismagius,Ghost,,60,60,60,105,105,105,9,44,Levitate,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.
430,Honchkrow,Dark,Flying,100,125,52,105,52,71,9,273,"Insomnia, Super Luck","Becoming active at night, it is known to swarm with numerous MURKROW in tow."
431,Glameow,Normal,,49,55,42,42,37,85,5,39,"Limber, Own Tempo",It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,Purugly,Normal,,71,82,64,64,59,112,10,438,"Thick Fat, Own Tempo",It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.
433,Chingling,Psychic,,45,30,50,65,50,45,2,6,Levitate,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.
434,Stunky,Poison,Dark,63,63,47,41,41,74,4,192,"Stench, Aftermath",It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,Skuntank,Poison,Dark,103,93,67,71,61,84,10,380,"Stench, Aftermath",It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.
436,Bronzor,Steel,Psychic,57,24,86,24,86,23,5,605,"Levitate, Heatproof",Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,Bronzong,Steel,Psychic,67,89,116,79,116,33,13,1870,"Levitate, Heatproof","One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
438,Bonsly,Rock,,50,80,95,10,45,10,5,150,"Sturdy, Rock Head",It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.
439,Mime-jr,Psychic,Fairy,20,25,45,70,90,60,6,130,"Soundproof, Filter","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
440,Happiny,Normal,,100,5,5,15,65,30,6,244,"Natural Cure, Serene Grace",It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.
441,Chatot,Normal,Flying,76,65,45,92,42,91,5,19,"Keen Eye, Tangled Feet","It can learn and speak human words. If they gather, they all learn the same saying."
442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,10,1080,"Pressure, Infiltrator",A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
443,Gible,Dragon,Ground,58,70,45,40,45,42,7,205,"Sand Veil, Rough Skin","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,Gabite,Dragon,Ground,68,90,65,50,55,82,14,560,"Sand Veil, Rough Skin",There is a long-held belief that medicine made from its scales will heal even incurable illnesses.
445,Garchomp,Dragon,Ground,108,130,95,80,85,102,19,950,"Sand Veil, Rough Skin","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,Munchlax,Normal,,135,85,40,40,85,5,6,1050,"Pickup, Thick Fat","It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,Riolu,Fighting,,40,70,40,35,40,60,7,202,"Steadfast, Inner Focus",The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,Lucario,Fighting,Steel,70,110,70,115,70,90,12,540,"Steadfast, Inner Focus",It has the ability to sense the auras of all things. It understands human speech.
449,Hippopotas,Ground,,68,72,78,38,42,32,8,495,"Sand Stream, Sand Force","It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,Hippowdon,Ground,,108,112,118,68,72,47,20,3000,"Sand Stream, Sand Force",It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,Skorupi,Poison,Bug,40,50,90,30,55,65,8,120,"Battle Armor, Sniper",It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,Drapion,Poison,Dark,70,90,110,60,75,95,13,615,"Battle Armor, Sniper",It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,Croagunk,Poison,Fighting,48,61,40,61,40,50,7,230,"Anticipation, Dry Skin",Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,13,444,"Anticipation, Dry Skin",Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,Carnivine,Grass,,74,100,72,90,72,46,14,270,Levitate,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
456,Finneon,Water,,49,49,56,49,61,66,4,70,"Swift Swim, Storm Drain","After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,Lumineon,Water,,69,69,76,69,86,91,12,240,"Swift Swim, Storm Drain",It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
458,Mantyke,Water,Flying,45,20,50,60,120,50,10,650,"Swift Swim, Water Absorb",A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
459,Snover,Grass,Ice,60,62,50,62,60,40,10,505,"Snow Warning, Soundproof","It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,Abomasnow,Grass,Ice,90,92,75,92,85,60,22,1355,"Snow Warning, Soundproof",It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
461,Weavile,Dark,Ice,70,120,65,45,85,125,11,340,"Pressure, Pickpocket","They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,Magnezone,Electric,Steel,70,70,115,130,90,60,12,1800,"Magnet Pull, Sturdy",It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,Lickilicky,Normal,,110,85,95,80,95,50,17,1400,"Own Tempo, Oblivious",It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
464,Rhyperior,Ground,Rock,115,140,130,55,55,40,24,2828,"Lightning Rod, Solid Rock",It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
465,Tangrowth,Grass,,100,100,125,110,50,50,20,1286,"Chlorophyll, Leaf Guard",It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.
466,Electivire,Electric,,75,123,67,95,85,95,18,1386,"Motor Drive, Vital Spirit","As its electric charge amplifies, blue sparks begin to crackle between its horns."
467,Magmortar,Fire,,75,95,67,125,95,83,16,680,"Flame Body, Vital Spirit","It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,Togekiss,Fairy,Flying,85,50,95,120,115,80,15,380,"Hustle, Serene Grace",It will never appear where there is strife. Its sightings have become rare recently.
469,Yanmega,Bug,Flying,86,76,86,116,56,95,19,515,"Speed Boost, Tinted Lens","By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,Leafeon,Grass,,65,110,130,60,65,95,10,255,"Leaf Guard, Chlorophyll","Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,Glaceon,Ice,,65,60,110,130,95,65,8,259,"Snow Cloak, Ice Body","As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,Gliscor,Ground,Flying,75,95,125,45,75,95,20,425,"Hyper Cutter, Sand Veil","It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,Mamoswine,Ice,Ground,110,130,80,70,60,80,25,2910,"Oblivious, Snow Cloak",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,Porygon-z,Normal,,85,80,70,135,75,90,9,340,"Adaptability, Download","Additional software was installed to make it a better Pokémon. It began acting oddly, however."
475,Gallade,Psychic,Fighting,68,125,65,65,115,80,16,520,"Steadfast, Sharpness","A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,Probopass,Rock,Steel,60,55,145,75,150,40,14,3400,"Sturdy, Magnet Pull",It freely controls three small units called Mini-Noses using magnetic force.
477,Dusknoir,Ghost,,45,100,135,65,135,45,22,1066,"Pressure, Frisk",The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,Froslass,Ice,Ghost,70,80,70,80,70,110,13,266,"Snow Cloak, Cursed Body",It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.
479,Rotom,Electric,Ghost,50,50,77,95,77,91,3,3,Levitate,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,Uxie,Psychic,,75,75,130,75,130,95,3,3,Levitate,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
481,Mesprit,Psychic,,80,105,105,105,105,80,3,3,Levitate,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,Azelf,Psychic,,75,125,70,125,70,115,3,3,Levitate,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
483,Dialga,Steel,Dragon,100,120,120,150,100,90,54,6830,"Pressure, Telepathy",It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,Palkia,Water,Dragon,90,120,100,150,120,100,42,3360,"Pressure, Telepathy",It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,Heatran,Fire,Steel,91,90,106,130,106,77,17,4300,"Flash Fire, Flame Body",It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
486,Regigigas,Normal,,110,160,110,80,110,100,37,4200,Slow Start,There is an enduring legend that states this Pokémon towed continents with ropes.
487,Giratina-altered,Ghost,Dragon,150,100,120,100,120,90,45,7500,"Pressure, Telepathy",A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
488,Cresselia,Psychic,,120,70,110,75,120,85,15,856,Levitate,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
489,Phione,Water,,80,80,80,80,80,80,4,31,Hydration,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
490,Manaphy,Water,,100,100,100,100,100,100,3,14,Hydration,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,Darkrai,Dark,,70,90,90,135,90,125,15,505,Bad Dreams,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,Shaymin-land,Grass,,100,100,100,100,100,100,2,21,Natural Cure,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
493,Arceus,Normal,,120,120,120,120,120,120,32,3200,Multitype,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,Victini,Psychic,Fire,100,100,100,100,100,100,4,40,Victory Star,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,Snivy,Grass,,45,45,55,45,55,63,6,81,"Overgrow, Contrary",It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,Servine,Grass,,60,60,75,60,75,83,8,160,"Overgrow, Contrary","It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,Serperior,Grass,,75,75,95,75,95,113,33,630,"Overgrow, Contrary",It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,Tepig,Fire,,65,63,45,45,45,45,5,99,"Blaze, Thick Fat",It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,Pignite,Fire,Fighting,90,93,55,70,55,55,10,555,"Blaze, Thick Fat","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,Emboar,Fire,Fighting,110,123,65,100,65,65,16,1500,"Blaze, Reckless",It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,Oshawott,Water,,55,55,45,63,45,45,5,59,"Torrent, Shell Armor","It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
